customer_id,sex,is_married,event_time,age_18-29,age_30-39,age_40-49,age_50-59,age_60-69,age_70-plus,n_days_active
C1994,0,0,2023-05-22T14:15:51.714Z,0,1,0,0,0,0,0.8897260273972603
C1995,1,0,2023-05-22T14:15:51.715Z,0,0,0,0,0,0,0.4212328767123288
C1996,1,0,2023-05-22T14:15:51.717Z,0,0,1,0,0,0,0.05616438356164388
C1997,0,1,2023-05-22T14:15:51.718Z,0,0,1,0,0,0,0.9376712328767123
C1998,1,1,2023-05-22T14:15:51.720Z,0,0,0,0,0,1,0.44999999999999996
C1999,0,1,2023-05-22T14:15:51.721Z,1,0,0,0,0,0,0.03013698630136985
C2000,0,1,2023-05-22T14:15:51.722Z,0,0,0,0,1,0,0.7273972602739727
C2001,0,1,2023-05-22T14:15:51.724Z,1,0,0,0,0,0,0.952054794520548
C2002,0,0,2023-05-22T14:15:51.725Z,1,0,0,0,0,0,0.845890410958904
C2003,0,1,2023-05-22T14:15:51.727Z,0,0,0,0,0,1,0.17260273972602747
C2004,1,1,2023-05-22T14:15:51.728Z,0,0,0,1,0,0,0.8746575342465754
C2005,1,0,2023-05-22T14:15:51.729Z,0,0,0,0,0,1,0.05068493150684927
C2006,0,0,2023-05-22T14:15:51.730Z,0,1,0,0,0,0,0.4595890410958905
C2007,0,0,2023-05-22T14:15:51.732Z,0,0,0,0,0,1,0.6349315068493151
C2008,1,0,2023-05-22T14:15:51.734Z,0,0,1,0,0,0,0.228082191780822
C2009,0,1,2023-05-22T14:15:51.735Z,0,0,0,1,0,0,0.3321917808219177
C2010,1,1,2023-05-22T14:15:51.736Z,0,0,1,0,0,0,0.204109589041096
C2011,1,1,2023-05-22T14:15:51.738Z,0,0,0,1,0,0,0.4253424657534246
C2012,1,1,2023-05-22T14:15:51.739Z,1,0,0,0,0,0,0.5486301369863014
C2013,1,0,2023-05-22T14:15:51.741Z,0,0,0,1,0,0,0.32534246575342474
C2014,1,0,2023-05-22T14:15:51.742Z,0,0,0,0,0,1,0.7095890410958905
C2015,0,1,2023-05-22T14:15:51.744Z,0,0,0,0,1,0,0.40753424657534243
C2016,1,0,2023-05-22T14:15:51.745Z,0,0,1,0,0,0,0.3246575342465754
C2017,1,0,2023-05-22T14:15:51.747Z,0,0,0,1,0,0,0.5623287671232877
C2018,0,0,2023-05-22T14:15:51.749Z,0,1,0,0,0,0,0.526027397260274
C2019,1,1,2023-05-22T14:15:51.750Z,1,0,0,0,0,0,0.19041095890410964
C2020,1,0,2023-05-22T14:15:51.752Z,0,0,0,0,1,0,0.20753424657534247
C2021,1,1,2023-05-22T14:15:51.754Z,0,0,0,0,0,1,0.13356164383561642
C2022,0,1,2023-05-22T14:15:51.756Z,0,0,0,1,0,0,0.8582191780821917
C2023,1,1,2023-05-22T14:15:51.757Z,0,0,0,1,0,0,0.5246575342465754
C2024,1,0,2023-05-22T14:15:51.759Z,0,0,0,1,0,0,0.7568493150684932
C2025,1,0,2023-05-22T14:15:51.761Z,0,0,1,0,0,0,0.1643835616438356
C2026,0,1,2023-05-22T14:15:51.763Z,0,0,0,1,0,0,0.047945205479452024
C2027,0,1,2023-05-22T14:15:51.764Z,1,0,0,0,0,0,0.24863013698630132
C2028,1,0,2023-05-22T14:15:51.766Z,0,1,0,0,0,0,0.29315068493150687
C2029,0,1,2023-05-22T14:15:51.767Z,0,0,0,0,0,1,0.5931506849315069
C2030,1,0,2023-05-22T14:15:51.769Z,1,0,0,0,0,0,0.6034246575342466
C2031,0,0,2023-05-22T14:15:51.770Z,0,0,0,1,0,0,0.10479452054794525
C2032,0,1,2023-05-22T14:15:51.772Z,0,1,0,0,0,0,0.2534246575342465
C2033,0,0,2023-05-22T14:15:51.774Z,1,0,0,0,0,0,0.7171232876712328
C2034,1,1,2023-05-22T14:15:51.775Z,0,0,0,0,1,0,0.7513698630136987
C2035,1,0,2023-05-22T14:15:51.777Z,1,0,0,0,0,0,0.45684931506849313
C2036,1,0,2023-05-22T14:15:51.778Z,0,0,0,0,0,1,0.18561643835616448
C2037,1,1,2023-05-22T14:15:51.780Z,1,0,0,0,0,0,0.8739726027397261
C2038,1,0,2023-05-22T14:15:51.782Z,0,0,1,0,0,0,0.4705479452054795
C2039,1,1,2023-05-22T14:15:51.783Z,0,0,0,0,0,1,0.6705479452054794
C2040,0,1,2023-05-22T14:15:51.785Z,0,0,0,0,1,0,0.226027397260274
C2041,0,0,2023-05-22T14:15:51.786Z,1,0,0,0,0,0,0.03904109589041094
C2042,0,1,2023-05-22T14:15:51.788Z,1,0,0,0,0,0,0.18356164383561646
C2043,0,0,2023-05-22T14:15:51.789Z,0,0,1,0,0,0,0.14657534246575343
C2044,1,1,2023-05-22T14:15:51.791Z,0,0,0,0,0,1,0.09246575342465757
C2045,1,1,2023-05-22T14:15:51.793Z,0,0,0,1,0,0,0.5006849315068493
C2046,0,0,2023-05-22T14:15:51.795Z,0,0,0,0,1,0,0.9589041095890412
C2047,0,0,2023-05-22T14:15:51.796Z,0,0,0,0,1,0,0.03767123287671237
C2048,1,1,2023-05-22T14:15:51.798Z,1,0,0,0,0,0,0.8780821917808219
C2049,0,1,2023-05-22T14:15:51.800Z,0,0,0,0,0,1,0.6595890410958904
C2050,0,0,2023-05-22T14:15:51.802Z,0,0,1,0,0,0,0.6095890410958904
C2051,1,0,2023-05-22T14:15:51.804Z,0,0,0,0,1,0,0.24657534246575352
C2052,0,1,2023-05-22T14:15:51.805Z,0,0,0,0,0,1,0.3486301369863014
C2053,0,1,2023-05-22T14:15:51.806Z,0,0,0,0,0,1,0.9493150684931506
C2054,1,0,2023-05-22T14:15:51.808Z,0,0,0,0,0,1,0.03013698630136985
C2055,1,1,2023-05-22T14:15:51.809Z,0,0,1,0,0,0,0.6260273972602739
C2056,1,0,2023-05-22T14:15:51.810Z,0,0,0,0,0,1,0.7767123287671234
C2057,1,1,2023-05-22T14:15:51.811Z,0,0,0,0,1,0,0.03150684931506853
C2058,0,1,2023-05-22T14:15:51.813Z,0,0,0,0,0,1,0.47328767123287663
C2059,1,1,2023-05-22T14:15:51.815Z,0,0,0,0,0,1,0.3520547945205479
C2060,1,0,2023-05-22T14:15:51.816Z,1,0,0,0,0,0,0.46095890410958895
C2061,1,0,2023-05-22T14:15:51.818Z,0,0,0,0,1,0,0.4527397260273973
C2062,0,1,2023-05-22T14:15:51.820Z,0,0,0,0,0,1,0.8500000000000001
C2063,0,0,2023-05-22T14:15:51.822Z,0,0,0,1,0,0,0.536986301369863
C2064,0,1,2023-05-22T14:15:51.823Z,0,0,1,0,0,0,0.9904109589041097
C2065,0,1,2023-05-22T14:15:51.824Z,0,1,0,0,0,0,0.30000000000000004
C2066,1,1,2023-05-22T14:15:51.825Z,0,0,0,0,0,1,0.16095890410958913
C2067,0,1,2023-05-22T14:15:51.827Z,0,0,0,0,0,1,0.8465753424657534
C2068,1,1,2023-05-22T14:15:51.828Z,0,0,0,0,0,1,0.03424657534246578
C2069,0,0,2023-05-22T14:15:51.830Z,0,0,0,0,0,1,0.2643835616438357
C2070,1,1,2023-05-22T14:15:51.831Z,0,0,0,0,0,1,0.7732876712328767
C2071,0,0,2023-05-22T14:15:51.833Z,0,0,0,1,0,0,0.17602739726027394
C2072,1,1,2023-05-22T14:15:51.835Z,1,0,0,0,0,0,0.6678082191780821
C2073,0,1,2023-05-22T14:15:51.836Z,0,0,0,0,0,1,0.5089041095890412
C2074,0,0,2023-05-22T14:15:51.837Z,0,0,0,0,0,1,0.6458904109589041
C2075,1,0,2023-05-22T14:15:51.839Z,0,0,0,0,0,1,0.08287671232876714
C2076,0,1,2023-05-22T14:15:51.840Z,0,0,0,1,0,0,0.6678082191780821
C2077,0,1,2023-05-22T14:15:51.842Z,0,0,0,0,0,1,0.6575342465753424
C2078,0,0,2023-05-22T14:15:51.843Z,0,0,0,0,0,1,0.5712328767123287
C2079,1,1,2023-05-22T14:15:51.845Z,0,1,0,0,0,0,0.7643835616438357
C2080,0,1,2023-05-22T14:15:51.846Z,0,0,0,1,0,0,0.05547945205479454
C2081,1,0,2023-05-22T14:15:51.847Z,0,0,0,0,1,0,0.15410958904109595
C2082,0,0,2023-05-22T14:15:51.849Z,1,0,0,0,0,0,0.5095890410958903
C2083,0,1,2023-05-22T14:15:51.851Z,0,0,0,1,0,0,0.001369863013698569
C2084,0,0,2023-05-22T14:15:51.852Z,1,0,0,0,0,0,0.3013698630136987
C2085,1,1,2023-05-22T14:15:51.854Z,1,0,0,0,0,0,0.9082191780821918
C2086,0,0,2023-05-22T14:15:51.855Z,1,0,0,0,0,0,0.9513698630136986
C2087,0,1,2023-05-22T14:15:51.856Z,0,1,0,0,0,0,0.5164383561643835
C2088,0,1,2023-05-22T14:15:51.857Z,0,0,0,1,0,0,0.015753424657534265
C2089,1,1,2023-05-22T14:15:51.859Z,0,0,1,0,0,0,0.8671232876712329
C2090,1,1,2023-05-22T14:15:51.861Z,0,0,1,0,0,0,0.5102739726027397
C2091,1,1,2023-05-22T14:15:51.862Z,0,0,0,0,0,1,0.5102739726027397
C2092,1,1,2023-05-22T14:15:51.864Z,1,0,0,0,0,0,0.2917808219178082
C2093,0,0,2023-05-22T14:15:51.866Z,0,1,0,0,0,0,0.24657534246575352
C2094,0,1,2023-05-22T14:15:51.867Z,0,0,0,0,0,1,0.7924657534246575
C2095,0,1,2023-05-22T14:15:51.869Z,1,0,0,0,0,0,0.3883561643835616
C2096,1,0,2023-05-22T14:15:51.870Z,0,0,1,0,0,0,0.39657534246575343
C2097,0,0,2023-05-22T14:15:51.872Z,0,0,0,0,0,1,0.06986301369863013
C2098,1,1,2023-05-22T14:15:51.874Z,1,0,0,0,0,0,0.8157534246575342
C2099,0,1,2023-05-22T14:15:51.875Z,0,0,0,0,0,1,0.7102739726027398
C2100,1,0,2023-05-22T14:15:51.877Z,0,0,0,1,0,0,0.4363013698630136
C2101,1,1,2023-05-22T14:15:51.878Z,0,1,0,0,0,0,0.37328767123287676
C2102,0,1,2023-05-22T14:15:51.880Z,0,1,0,0,0,0,0.3246575342465754
C2103,1,0,2023-05-22T14:15:51.882Z,0,0,0,0,1,0,0.6438356164383561
C2104,0,0,2023-05-22T14:15:51.883Z,0,0,0,0,0,1,0.9883561643835617
C2105,1,0,2023-05-22T14:15:51.885Z,0,1,0,0,0,0,0.5280821917808218
C2106,0,1,2023-05-22T14:15:51.887Z,1,0,0,0,0,0,0.49178082191780814
C2107,0,1,2023-05-22T14:15:51.888Z,1,0,0,0,0,0,0.15616438356164375
C2108,1,1,2023-05-22T14:15:51.890Z,0,0,1,0,0,0,0.3356164383561644
C2109,0,1,2023-05-22T14:15:51.891Z,1,0,0,0,0,0,0.20273972602739732
C2110,0,1,2023-05-22T14:15:51.892Z,0,0,0,0,1,0,0.02876712328767117
C2111,0,0,2023-05-22T14:15:51.894Z,0,1,0,0,0,0,0.17945205479452064
C2112,1,0,2023-05-22T14:15:51.895Z,1,0,0,0,0,0,0.06643835616438354
C2113,0,1,2023-05-22T14:15:51.897Z,0,0,0,1,0,0,0.14452054794520552
C2114,0,0,2023-05-22T14:15:51.899Z,0,1,0,0,0,0,0.5753424657534247
C2115,1,0,2023-05-22T14:15:51.900Z,0,0,1,0,0,0,0.126027397260274
C2116,1,0,2023-05-22T14:15:51.901Z,0,0,0,1,0,0,0.7315068493150685
C2117,0,0,2023-05-22T14:15:51.903Z,1,0,0,0,0,0,0.9513698630136986
C2118,0,1,2023-05-22T14:15:51.904Z,0,0,0,1,0,0,0.7123287671232876
C2119,1,1,2023-05-22T14:15:51.906Z,0,0,0,0,0,1,0.3410958904109589
C2120,1,1,2023-05-22T14:15:51.908Z,1,0,0,0,0,0,0.1732876712328768
C2121,0,1,2023-05-22T14:15:51.909Z,0,1,0,0,0,0,0.2061643835616438
C2122,0,1,2023-05-22T14:15:51.911Z,0,0,1,0,0,0,0.02808219178082194
C2123,0,1,2023-05-22T14:15:51.912Z,0,0,0,1,0,0,0.3116438356164384
C2124,0,1,2023-05-22T14:15:51.914Z,0,0,0,0,1,0,0.715068493150685
C2125,0,1,2023-05-22T14:15:51.916Z,0,0,0,0,0,1,0.005479452054794498
C2126,0,1,2023-05-22T14:15:51.917Z,0,0,0,0,0,1,0.6486301369863015
C2127,0,1,2023-05-22T14:15:51.918Z,0,0,1,0,0,0,0.5760273972602741
C2128,1,0,2023-05-22T14:15:51.920Z,1,0,0,0,0,0,0.6294520547945206
C2129,1,1,2023-05-22T14:15:51.921Z,0,0,0,1,0,0,0.3315068493150686
C2130,0,0,2023-05-22T14:15:51.923Z,0,1,0,0,0,0,0.5979452054794521
C2131,1,1,2023-05-22T14:15:51.925Z,0,0,1,0,0,0,0.6109589041095891
C2132,0,1,2023-05-22T14:15:51.926Z,0,0,1,0,0,0,0.19246575342465744
C2133,1,0,2023-05-22T14:15:51.928Z,0,0,0,1,0,0,0.17602739726027394
C2134,1,0,2023-05-22T14:15:51.930Z,1,0,0,0,0,0,0.31301369863013706
C2135,0,1,2023-05-22T14:15:51.931Z,0,1,0,0,0,0,0.6684931506849314
C2136,0,0,2023-05-22T14:15:51.933Z,1,0,0,0,0,0,0.49178082191780814
C2137,0,0,2023-05-22T14:15:51.934Z,0,0,0,0,0,1,0.8643835616438356
C2138,1,0,2023-05-22T14:15:51.936Z,0,0,0,0,1,0,0.8184931506849316
C2139,0,1,2023-05-22T14:15:51.937Z,0,0,0,0,0,1,0.928082191780822
C2140,0,0,2023-05-22T14:15:51.938Z,0,1,0,0,0,0,0.9863013698630136
C2141,1,0,2023-05-22T14:15:51.940Z,0,0,0,0,0,1,0.13219178082191785
C2142,0,1,2023-05-22T14:15:51.942Z,0,0,0,1,0,0,0.48287671232876717
C2143,0,0,2023-05-22T14:15:51.943Z,0,0,0,0,1,0,0.7287671232876711
C2144,1,1,2023-05-22T14:15:51.945Z,0,0,0,0,1,0,0.2993150684931507
C2145,0,1,2023-05-22T14:15:51.947Z,0,0,0,0,1,0,0.2753424657534247
C2146,0,1,2023-05-22T14:15:51.951Z,0,0,1,0,0,0,0.6006849315068492
C2147,1,0,2023-05-22T14:15:51.953Z,0,0,0,0,0,1,0.5705479452054794
C2148,0,0,2023-05-22T14:15:51.963Z,0,0,1,0,0,0,0.1732876712328768
C2149,0,1,2023-05-22T14:15:51.971Z,0,0,0,0,0,1,0.960958904109589
C2150,0,1,2023-05-22T14:15:51.972Z,0,0,0,1,0,0,0.28767123287671237
C2151,0,0,2023-05-22T14:15:51.974Z,0,0,0,0,1,0,0.6698630136986301
C2152,1,1,2023-05-22T14:15:51.976Z,0,0,0,1,0,0,0.11917808219178083
C2153,0,0,2023-05-22T14:15:51.978Z,0,0,0,1,0,0,0.5184931506849315
C2154,0,0,2023-05-22T14:15:51.980Z,1,0,0,0,0,0,0.008219178082191747
C2155,0,0,2023-05-22T14:15:51.989Z,0,0,0,0,1,0,0.5746575342465754
C2156,0,1,2023-05-22T14:15:51.995Z,0,0,0,0,1,0,0.6767123287671233
C2157,0,0,2023-05-22T14:15:51.999Z,0,0,0,1,0,0,0.9876712328767123
C2158,0,0,2023-05-22T14:15:52.010Z,0,0,0,1,0,0,0.26369863013698636
C2159,0,1,2023-05-22T14:15:52.024Z,0,0,0,0,1,0,0.5890410958904109
C2160,0,1,2023-05-22T14:15:52.026Z,0,0,0,0,0,1,0.6979452054794522
C2161,0,1,2023-05-22T14:15:52.037Z,0,1,0,0,0,0,0.5650684931506849
C2162,0,0,2023-05-22T14:15:52.040Z,0,0,1,0,0,0,0.5821917808219179
C2163,1,0,2023-05-22T14:15:52.047Z,0,1,0,0,0,0,0.9821917808219178
C2164,0,1,2023-05-22T14:15:52.048Z,0,0,0,0,1,0,0.37534246575342456
C2165,0,0,2023-05-22T14:15:52.055Z,1,0,0,0,0,0,0.4856164383561643
C2166,0,0,2023-05-22T14:15:52.065Z,0,1,0,0,0,0,0.22328767123287663
C2167,1,0,2023-05-22T14:15:52.069Z,0,0,0,0,0,1,0.7458904109589042
C2168,1,0,2023-05-22T14:15:52.074Z,0,0,1,0,0,0,0.22534246575342465
C2169,1,0,2023-05-22T14:15:52.079Z,0,1,0,0,0,0,0.23835616438356166
C2170,0,1,2023-05-22T14:15:52.082Z,0,0,0,0,0,1,0.7095890410958905
C2171,0,0,2023-05-22T14:15:52.088Z,0,0,0,0,1,0,0.3609589041095891
C2172,1,1,2023-05-22T14:15:52.090Z,0,0,1,0,0,0,0.0767123287671233
C2173,0,0,2023-05-22T14:15:52.096Z,0,0,0,0,0,1,0.4958904109589042
C2174,0,0,2023-05-22T14:15:52.103Z,0,0,0,0,1,0,0.19452054794520546
C2175,0,1,2023-05-22T14:15:52.109Z,0,0,0,1,0,0,0.25068493150684934
C2176,1,1,2023-05-22T14:15:52.111Z,0,0,0,0,0,1,0.893150684931507
C2177,0,1,2023-05-22T14:15:52.114Z,0,0,0,1,0,0,0.36027397260273974
C2178,0,1,2023-05-22T14:15:52.119Z,0,0,1,0,0,0,0.8801369863013699
C2179,1,1,2023-05-22T14:15:52.130Z,0,0,0,0,0,1,0.7986301369863014
C2180,0,0,2023-05-22T14:15:52.136Z,0,0,0,0,1,0,0.19452054794520546
C2181,1,0,2023-05-22T14:15:52.137Z,0,0,0,0,0,1,0.28219178082191787
C2182,1,1,2023-05-22T14:15:52.143Z,0,1,0,0,0,0,0.8739726027397261
C2183,0,0,2023-05-22T14:15:52.145Z,0,0,0,1,0,0,0.8924657534246576
C2184,0,0,2023-05-22T14:15:52.156Z,0,1,0,0,0,0,0.8102739726027397
C2185,0,0,2023-05-22T14:15:52.160Z,0,0,0,0,0,0,0.3136986301369864
C2186,0,0,2023-05-22T14:15:52.171Z,0,0,1,0,0,0,0.9506849315068493
C2187,0,0,2023-05-22T14:15:52.180Z,0,0,0,0,0,1,0.2972602739726027
C2188,1,0,2023-05-22T14:15:52.185Z,0,0,1,0,0,0,0.10890410958904106
C2189,1,1,2023-05-22T14:15:52.191Z,1,0,0,0,0,0,0.4965753424657535
C2190,1,0,2023-05-22T14:15:52.196Z,0,0,1,0,0,0,0.9705479452054795
C2191,0,0,2023-05-22T14:15:52.197Z,0,0,1,0,0,0,0.9965753424657535
C2192,0,0,2023-05-22T14:15:52.204Z,0,0,1,0,0,0,0.1294520547945205
C2193,0,1,2023-05-22T14:15:52.206Z,0,0,0,0,0,1,0.5116438356164383
C2194,0,0,2023-05-22T14:15:52.207Z,1,0,0,0,0,0,0.2623287671232877
C2195,1,0,2023-05-22T14:15:52.209Z,0,0,0,0,0,1,0.3924657534246576
C2196,1,0,2023-05-22T14:15:52.211Z,1,0,0,0,0,0,0.025342465753424692
C2197,1,1,2023-05-22T14:15:52.213Z,0,0,0,0,0,1,0.4876712328767123
C2198,0,0,2023-05-22T14:15:52.214Z,0,0,0,0,0,1,0.06301369863013695
C2199,1,1,2023-05-22T14:15:52.216Z,0,0,0,0,0,1,0.6239726027397261
C2200,1,1,2023-05-22T14:15:52.217Z,0,0,0,0,0,1,0.3465753424657534
C2201,0,0,2023-05-22T14:15:52.219Z,0,0,0,1,0,0,0.978082191780822
C2202,1,1,2023-05-22T14:15:52.221Z,0,1,0,0,0,0,0.042465753424657526
C2203,1,0,2023-05-22T14:15:52.222Z,0,0,1,0,0,0,0.6869863013698629
C2204,1,1,2023-05-22T14:15:52.224Z,0,0,0,0,0,1,0.9178082191780821
C2205,0,1,2023-05-22T14:15:52.225Z,1,0,0,0,0,0,0.2808219178082192
C2206,1,0,2023-05-22T14:15:52.227Z,0,0,0,1,0,0,0.3924657534246576
C2207,0,0,2023-05-22T14:15:52.228Z,0,0,0,0,1,0,0.9965753424657535
C2208,0,0,2023-05-22T14:15:52.229Z,0,0,1,0,0,0,0.13219178082191785
C2209,1,0,2023-05-22T14:15:52.231Z,0,0,0,1,0,0,0.13630136986301367
C2210,1,1,2023-05-22T14:15:52.233Z,1,0,0,0,0,0,0.8602739726027397
C2211,1,0,2023-05-22T14:15:52.235Z,0,0,0,0,1,0,0.689041095890411
C2212,0,0,2023-05-22T14:15:52.237Z,0,0,1,0,0,0,0.5
C2213,0,1,2023-05-22T14:15:52.238Z,0,0,0,1,0,0,0.3582191780821917
C2214,1,1,2023-05-22T14:15:52.240Z,0,0,0,0,1,0,0.6287671232876713
C2215,0,0,2023-05-22T14:15:52.242Z,0,0,1,0,0,0,0.09041095890410955
C2216,0,0,2023-05-22T14:15:52.244Z,0,0,0,0,0,1,0.5726027397260274
C2217,0,1,2023-05-22T14:15:52.246Z,1,0,0,0,0,0,0.6664383561643836
C2218,1,0,2023-05-22T14:15:52.248Z,0,0,0,0,0,0,0.49931506849315066
C2219,0,1,2023-05-22T14:15:52.249Z,0,0,0,1,0,0,0.3267123287671232
C2220,0,0,2023-05-22T14:15:52.251Z,0,1,0,0,0,0,0.7897260273972602
C2221,0,1,2023-05-22T14:15:52.252Z,0,1,0,0,0,0,0.6527397260273973
C2222,1,0,2023-05-22T14:15:52.254Z,0,0,1,0,0,0,0.4527397260273973
C2223,1,1,2023-05-22T14:15:52.255Z,0,1,0,0,0,0,0.8061643835616439
C2224,1,1,2023-05-22T14:15:52.257Z,0,1,0,0,0,0,0.5191780821917809
C2225,1,1,2023-05-22T14:15:52.258Z,0,0,0,0,0,1,0.7691780821917809
C2226,1,1,2023-05-22T14:15:52.260Z,0,0,0,0,0,1,0.10273972602739723
C2227,0,0,2023-05-22T14:15:52.262Z,0,0,0,0,0,1,0.526027397260274
C2228,0,1,2023-05-22T14:15:52.264Z,0,0,0,0,0,1,0.6205479452054794
C2229,0,1,2023-05-22T14:15:52.265Z,0,0,0,1,0,0,0.37671232876712324
C2230,1,0,2023-05-22T14:15:52.267Z,0,1,0,0,0,0,0.8657534246575342
C2231,0,0,2023-05-22T14:15:52.268Z,0,0,1,0,0,0,0.536986301369863
C2232,1,0,2023-05-22T14:15:52.270Z,0,0,0,0,0,1,0.5794520547945206
C2233,1,0,2023-05-22T14:15:52.272Z,0,0,1,0,0,0,0.10136986301369866
C2234,1,0,2023-05-22T14:15:52.274Z,0,0,0,0,0,1,0.9575342465753425
C2235,1,0,2023-05-22T14:15:52.276Z,1,0,0,0,0,0,0.28561643835616435
C2236,1,1,2023-05-22T14:15:52.277Z,1,0,0,0,0,0,0.07876712328767121
C2237,0,1,2023-05-22T14:15:52.279Z,0,0,1,0,0,0,0.7404109589041097
C2238,0,0,2023-05-22T14:15:52.280Z,0,0,0,0,0,1,0.3835616438356164
C2239,1,0,2023-05-22T14:15:52.282Z,0,0,0,0,0,1,0.23150684931506849
C2240,0,1,2023-05-22T14:15:52.286Z,0,0,0,0,1,0,0.7863013698630137
C2241,0,1,2023-05-22T14:15:52.287Z,1,0,0,0,0,0,0.8500000000000001
C2242,1,0,2023-05-22T14:15:52.290Z,0,1,0,0,0,0,0.33493150684931505
C2243,1,1,2023-05-22T14:15:52.291Z,0,0,0,0,0,1,0.3945205479452054
C2244,1,0,2023-05-22T14:15:52.293Z,1,0,0,0,0,0,0.003424657534246589
C2245,0,1,2023-05-22T14:15:52.294Z,0,0,0,1,0,0,0.765068493150685
C2246,0,1,2023-05-22T14:15:52.296Z,0,1,0,0,0,0,0.5869863013698631
C2247,1,1,2023-05-22T14:15:52.297Z,0,0,0,0,0,1,0.9952054794520548
C2248,0,0,2023-05-22T14:15:52.300Z,0,0,0,0,0,1,0.1075342465753425
C2249,1,0,2023-05-22T14:15:52.301Z,0,0,0,1,0,0,0.3034246575342465
C2250,1,1,2023-05-22T14:15:52.304Z,0,0,0,0,1,0,0.9883561643835617
C2251,0,1,2023-05-22T14:15:52.306Z,0,0,1,0,0,0,0.37123287671232874
C2252,1,0,2023-05-22T14:15:52.307Z,0,0,0,0,0,1,0.08561643835616439
C2253,0,0,2023-05-22T14:15:52.309Z,0,1,0,0,0,0,0.8493150684931507
C2254,0,1,2023-05-22T14:15:52.311Z,0,0,1,0,0,0,0.8205479452054794
C2255,0,0,2023-05-22T14:15:52.313Z,0,0,0,1,0,0,0.8013698630136987
C2256,1,0,2023-05-22T14:15:52.315Z,0,1,0,0,0,0,0.5986301369863014
C2257,0,0,2023-05-22T14:15:52.317Z,1,0,0,0,0,0,0.3541095890410959
C2258,1,0,2023-05-22T14:15:52.318Z,0,0,0,1,0,0,0.36232876712328776
C2259,1,0,2023-05-22T14:15:52.320Z,0,0,0,0,0,1,0.43493150684931514
C2260,0,1,2023-05-22T14:15:52.324Z,1,0,0,0,0,0,0.9164383561643836
C2261,1,1,2023-05-22T14:15:52.326Z,1,0,0,0,0,0,0.10205479452054789
C2262,0,0,2023-05-22T14:15:52.328Z,0,0,0,0,0,1,0.6226027397260274
C2263,1,0,2023-05-22T14:15:52.330Z,0,0,1,0,0,0,0.6287671232876713
C2264,1,0,2023-05-22T14:15:52.331Z,1,0,0,0,0,0,0.9143835616438356
C2265,1,0,2023-05-22T14:15:52.333Z,1,0,0,0,0,0,0.17191780821917813
C2266,1,0,2023-05-22T14:15:52.334Z,1,0,0,0,0,0,0.09383561643835614
C2267,0,1,2023-05-22T14:15:52.337Z,0,1,0,0,0,0,0.19315068493150678
C2268,1,0,2023-05-22T14:15:52.338Z,0,0,0,0,1,0,0.5376712328767124
C2269,0,1,2023-05-22T14:15:52.339Z,0,1,0,0,0,0,0.042465753424657526
C2270,1,0,2023-05-22T14:15:52.341Z,0,0,0,0,1,0,0.18219178082191778
C2271,1,0,2023-05-22T14:15:52.343Z,0,0,0,1,0,0,0.8821917808219177
C2272,1,1,2023-05-22T14:15:52.344Z,0,0,1,0,0,0,0.3595890410958904
C2273,0,1,2023-05-22T14:15:52.351Z,0,0,0,0,0,1,0.9383561643835616
C2274,0,1,2023-05-22T14:15:52.355Z,0,0,0,0,1,0,0.8082191780821917
C2275,1,1,2023-05-22T14:15:52.358Z,1,0,0,0,0,0,0.15616438356164375
C2276,1,1,2023-05-22T14:15:52.362Z,0,0,0,1,0,0,0.7527397260273974
C2277,1,0,2023-05-22T14:15:52.363Z,0,0,0,0,0,1,0.6815068493150684
C2278,0,1,2023-05-22T14:15:52.365Z,0,0,0,1,0,0,0.2904109589041095
C2279,1,0,2023-05-22T14:15:52.367Z,1,0,0,0,0,0,0.46301369863013697
C2280,1,1,2023-05-22T14:15:52.369Z,0,1,0,0,0,0,0.12123287671232874
C2281,1,1,2023-05-22T14:15:52.371Z,0,0,0,0,1,0,0.9616438356164383
C2282,1,0,2023-05-22T14:15:52.373Z,1,0,0,0,0,0,0.9732876712328766
C2283,0,1,2023-05-22T14:15:52.379Z,0,0,0,0,0,1,0.136986301369863
C2284,1,1,2023-05-22T14:15:52.380Z,0,0,1,0,0,0,0.8636986301369862
C2285,0,0,2023-05-22T14:15:52.383Z,0,0,0,1,0,0,0.14863013698630134
C2286,1,1,2023-05-22T14:15:52.385Z,0,1,0,0,0,0,0.18150684931506844
C2287,0,1,2023-05-22T14:15:52.387Z,1,0,0,0,0,0,0.5787671232876712
C2288,0,1,2023-05-22T14:15:52.388Z,0,0,0,0,1,0,0.26506849315068504
C2289,1,1,2023-05-22T14:15:52.390Z,0,0,0,0,1,0,0.19794520547945216
C2290,0,0,2023-05-22T14:15:52.392Z,0,0,1,0,0,0,0.9917808219178081
C2291,1,1,2023-05-22T14:15:52.393Z,0,1,0,0,0,0,0.05068493150684927
C2292,1,0,2023-05-22T14:15:52.395Z,0,0,1,0,0,0,0.16164383561643825
C2293,0,0,2023-05-22T14:15:52.396Z,0,0,0,0,0,1,0.38972602739726026
C2294,1,1,2023-05-22T14:15:52.398Z,0,0,0,0,1,0,0.834931506849315
C2295,0,1,2023-05-22T14:15:52.399Z,0,0,0,0,0,1,0.5287671232876712
C2296,0,0,2023-05-22T14:15:52.401Z,1,0,0,0,0,0,0.5363013698630137
