customer_id,sex,is_married,age_18-29,age_30-39,age_40-49,age_50-59,age_60-69,age_70-plus,n_days_active,has_kids,event_time
C2418,0,0,1,0,0,0,0,0,0.7342465753424658,0,2023-05-22T22:07:50.102Z
C2419,1,0,0,0,1,0,0,0,0.1294520547945205,1,2023-05-22T22:07:50.102Z
C2420,1,1,0,1,0,0,0,0,0.7472602739726026,1,2023-05-22T22:07:50.102Z
C2421,0,0,0,0,0,0,1,0,0.1349315068493151,0,2023-05-22T22:07:50.102Z
C2422,0,1,1,0,0,0,0,0,0.2383561643835616,1,2023-05-22T22:07:50.102Z
C2423,1,1,0,0,0,0,0,1,0.7191780821917808,0,2023-05-22T22:07:50.102Z
C2424,1,1,0,0,0,1,0,0,0.1390410958904109,0,2023-05-22T22:07:50.102Z
C2425,0,0,1,0,0,0,0,0,0.3849315068493151,0,2023-05-22T22:07:50.102Z
C2426,1,0,0,0,1,0,0,0,0.8239726027397261,0,2023-05-22T22:07:50.102Z
C2427,1,0,0,0,0,0,0,1,0.9801369863013698,0,2023-05-22T22:07:50.102Z
C2428,0,0,0,1,0,0,0,0,0.8335616438356164,0,2023-05-22T22:07:50.102Z
C2429,0,1,0,1,0,0,0,0,0.4424657534246574,1,2023-05-22T22:07:50.102Z
C2430,0,0,0,0,0,0,0,1,0.736986301369863,0,2023-05-22T22:07:50.102Z
C2431,1,0,0,1,0,0,0,0,0.9328767123287672,0,2023-05-22T22:07:50.102Z
C2432,1,1,0,0,0,0,0,1,0.8417808219178082,1,2023-05-22T22:07:50.102Z
C2433,0,0,0,0,0,0,0,1,0.8780821917808219,1,2023-05-22T22:07:50.102Z
C2434,0,0,0,0,0,0,1,0,0.0815068493150684,1,2023-05-22T22:07:50.102Z
C2435,0,0,0,0,1,0,0,0,0.4684931506849314,0,2023-05-22T22:07:50.102Z
C2436,0,1,0,1,0,0,0,0,0.1445205479452055,0,2023-05-22T22:07:50.102Z
C2437,0,0,0,0,1,0,0,0,0.7547945205479452,1,2023-05-22T22:07:50.102Z
C2438,0,1,0,0,0,1,0,0,0.1506849315068493,0,2023-05-22T22:07:50.102Z
C2439,0,1,0,0,1,0,0,0,0.1061643835616438,1,2023-05-22T22:07:50.102Z
C2440,0,0,0,0,0,0,1,0,0.9589041095890412,1,2023-05-22T22:07:50.102Z
C2441,1,1,0,0,0,0,0,1,0.9383561643835616,1,2023-05-22T22:07:50.102Z
C2442,0,1,0,0,0,1,0,0,0.9589041095890412,0,2023-05-22T22:07:50.102Z
C2443,1,0,0,0,0,0,0,0,0.5664383561643835,1,2023-05-22T22:07:50.102Z
C2444,1,1,0,1,0,0,0,0,0.2424657534246574,1,2023-05-22T22:07:50.102Z
C2445,0,0,1,0,0,0,0,0,0.6397260273972603,0,2023-05-22T22:07:50.102Z
C2446,1,0,0,1,0,0,0,0,0.4116438356164382,1,2023-05-22T22:07:50.102Z
C2447,0,0,1,0,0,0,0,0,0.4883561643835616,0,2023-05-22T22:07:50.102Z
C2448,1,0,0,0,1,0,0,0,0.1767123287671232,0,2023-05-22T22:07:50.102Z
C2449,0,0,0,0,1,0,0,0,0.6205479452054794,1,2023-05-22T22:07:50.102Z
C2450,1,1,0,1,0,0,0,0,0.0897260273972603,1,2023-05-22T22:07:50.102Z
C2451,1,1,1,0,0,0,0,0,0.6452054794520548,1,2023-05-22T22:07:50.102Z
C2452,1,0,1,0,0,0,0,0,0.3821917808219177,0,2023-05-22T22:07:50.102Z
C2453,0,1,1,0,0,0,0,0,0.9116438356164382,0,2023-05-22T22:07:50.102Z
C2454,1,1,0,0,0,0,0,1,0.0931506849315068,0,2023-05-22T22:07:50.102Z
C2455,1,1,0,1,0,0,0,0,0.0054794520547944,1,2023-05-22T22:07:50.102Z
C2456,0,0,0,0,0,0,0,1,0.1869863013698629,0,2023-05-22T22:07:50.102Z
C2457,1,1,1,0,0,0,0,0,0.6335616438356164,1,2023-05-22T22:07:50.102Z
C2458,1,1,0,0,0,0,1,0,0.7513698630136987,0,2023-05-22T22:07:50.102Z
C2459,0,1,0,0,1,0,0,0,0.5027397260273974,1,2023-05-22T22:07:50.102Z
C2460,0,0,0,0,0,0,0,1,0.584931506849315,1,2023-05-22T22:07:50.103Z
C2461,1,1,0,0,1,0,0,0,0.8801369863013699,1,2023-05-22T22:07:50.103Z
C2462,1,0,0,0,0,0,0,1,0.1760273972602739,0,2023-05-22T22:07:50.103Z
C2463,0,1,0,0,0,0,0,1,0.5917808219178082,1,2023-05-22T22:07:50.103Z
C2464,1,1,1,0,0,0,0,0,0.2315068493150684,1,2023-05-22T22:07:50.103Z
C2465,0,0,1,0,0,0,0,0,0.7321917808219178,0,2023-05-22T22:07:50.103Z
C2466,1,1,1,0,0,0,0,0,0.7568493150684932,1,2023-05-22T22:07:50.103Z
C2467,1,0,1,0,0,0,0,0,0.9246575342465752,1,2023-05-22T22:07:50.103Z
C2468,0,1,0,0,0,0,1,0,0.3924657534246576,0,2023-05-22T22:07:50.103Z
C2469,0,0,0,0,0,0,1,0,0.6191780821917807,0,2023-05-22T22:07:50.103Z
C2470,0,0,0,0,0,0,0,1,0.2952054794520549,0,2023-05-22T22:07:50.103Z
C2471,1,0,0,1,0,0,0,0,0.2294520547945204,0,2023-05-22T22:07:50.103Z
C2472,1,0,0,1,0,0,0,0,0.0671232876712328,1,2023-05-22T22:07:50.103Z
C2473,1,0,0,0,1,0,0,0,0.5760273972602741,0,2023-05-22T22:07:50.103Z
C2474,1,0,0,0,0,0,1,0,0.2191780821917808,1,2023-05-22T22:07:50.103Z
C2475,0,1,1,0,0,0,0,0,0.01986301369863,1,2023-05-22T22:07:50.103Z
C2476,1,0,0,0,0,0,0,1,0.3952054794520547,1,2023-05-22T22:07:50.103Z
C2477,0,1,0,0,0,1,0,0,0.2582191780821918,0,2023-05-22T22:07:50.103Z
C2478,0,1,0,0,1,0,0,0,0.1767123287671232,1,2023-05-22T22:07:50.103Z
C2479,1,0,0,0,0,0,0,1,0.7308219178082191,0,2023-05-22T22:07:50.103Z
C2480,1,1,0,1,0,0,0,0,0.3897260273972602,0,2023-05-22T22:07:50.103Z
C2481,1,1,0,0,0,0,0,1,0.2910958904109588,0,2023-05-22T22:07:50.103Z
C2482,1,0,0,0,0,0,1,0,0.1383561643835616,1,2023-05-22T22:07:50.103Z
C2483,1,0,0,0,0,0,1,0,0.6383561643835616,0,2023-05-22T22:07:50.103Z
C2484,0,1,0,0,0,0,1,0,0.6863013698630136,1,2023-05-22T22:07:50.103Z
C2485,0,0,1,0,0,0,0,0,0.8397260273972602,1,2023-05-22T22:07:50.103Z
C2486,1,1,1,0,0,0,0,0,0.4191780821917807,1,2023-05-22T22:07:50.103Z
C2487,0,1,0,0,0,0,0,1,0.1664383561643836,1,2023-05-22T22:07:50.103Z
C2488,1,1,0,0,0,0,0,1,0.8212328767123287,1,2023-05-22T22:07:50.103Z
C2489,1,0,0,0,0,0,0,1,0.5534246575342465,0,2023-05-22T22:07:50.103Z
C2490,0,0,0,0,0,0,0,1,0.6773972602739726,0,2023-05-22T22:07:50.103Z
C2491,0,1,0,0,0,0,0,1,0.7301369863013698,0,2023-05-22T22:07:50.103Z
C2492,1,0,0,0,1,0,0,0,0.8890410958904109,1,2023-05-22T22:07:50.103Z
C2493,1,1,0,0,0,0,1,0,0.5561643835616439,0,2023-05-22T22:07:50.103Z
C2494,1,0,0,0,0,1,0,0,0.6328767123287671,1,2023-05-22T22:07:50.103Z
C2495,0,0,0,0,0,1,0,0,0.3226027397260274,1,2023-05-22T22:07:50.103Z
C2496,0,0,0,1,0,0,0,0,0.2013698630136986,0,2023-05-22T22:07:50.103Z
C2497,0,0,0,0,0,0,1,0,0.2089041095890411,1,2023-05-22T22:07:50.103Z
C2498,0,0,0,0,0,0,1,0,0.3780821917808219,1,2023-05-22T22:07:50.103Z
C2499,1,0,1,0,0,0,0,0,0.5561643835616439,1,2023-05-22T22:07:50.103Z
C2500,1,0,0,0,1,0,0,0,0.7335616438356165,0,2023-05-22T22:07:50.103Z
C2501,1,1,0,0,0,1,0,0,0.0095890410958904,0,2023-05-22T22:07:50.103Z
C2502,0,0,0,0,0,1,0,0,0.8308219178082192,0,2023-05-22T22:07:50.103Z
C2503,1,0,0,0,0,1,0,0,0.6924657534246574,1,2023-05-22T22:07:50.103Z
C2504,0,0,0,0,0,1,0,0,0.4123287671232876,0,2023-05-22T22:07:50.103Z
C2505,0,0,0,0,0,0,0,1,0.4958904109589042,0,2023-05-22T22:07:50.103Z
C2506,1,0,0,0,0,0,0,1,0.6273972602739726,0,2023-05-22T22:07:50.103Z
C2507,0,1,1,0,0,0,0,0,0.7547945205479452,0,2023-05-22T22:07:50.103Z
C2508,0,0,1,0,0,0,0,0,0.9123287671232876,0,2023-05-22T22:07:50.103Z
C2509,0,1,1,0,0,0,0,0,0.0842465753424657,0,2023-05-22T22:07:50.103Z
C2510,0,0,0,0,0,0,0,1,0.7554794520547945,1,2023-05-22T22:07:50.103Z
C2511,0,0,1,0,0,0,0,0,0.539041095890411,0,2023-05-22T22:07:50.103Z
C2512,1,0,0,1,0,0,0,0,0.2575342465753425,0,2023-05-22T22:07:50.103Z
C2513,0,1,0,0,0,0,1,0,0.358904109589041,0,2023-05-22T22:07:50.103Z
C2514,1,1,0,0,0,0,0,1,0.3294520547945205,0,2023-05-22T22:07:50.103Z
C2515,1,0,0,0,0,0,1,0,0.5835616438356164,0,2023-05-22T22:07:50.103Z
C2516,1,1,1,0,0,0,0,0,0.6438356164383561,0,2023-05-22T22:07:50.103Z
C2517,1,1,0,1,0,0,0,0,0.2568493150684932,1,2023-05-22T22:07:50.103Z
C2518,1,1,0,0,0,0,0,1,0.9671232876712328,1,2023-05-22T22:07:50.103Z
C2519,1,0,1,0,0,0,0,0,0.7301369863013698,1,2023-05-22T22:07:50.103Z
C2520,0,0,0,1,0,0,0,0,0.2821917808219178,1,2023-05-22T22:07:50.103Z
C2521,1,0,0,0,0,1,0,0,0.3917808219178083,1,2023-05-22T22:07:50.103Z
C2522,0,0,0,0,0,0,1,0,0.917123287671233,1,2023-05-22T22:07:50.103Z
C2523,1,0,1,0,0,0,0,0,0.1835616438356164,0,2023-05-22T22:07:50.103Z
C2524,0,1,0,0,0,1,0,0,0.9602739726027398,0,2023-05-22T22:07:50.103Z
C2525,1,0,0,0,1,0,0,0,0.7931506849315069,1,2023-05-22T22:07:50.103Z
C2526,1,1,0,0,0,0,0,1,0.6684931506849314,1,2023-05-22T22:07:50.103Z
C2527,1,0,0,0,1,0,0,0,0.0246575342465753,1,2023-05-22T22:07:50.103Z
C2528,1,1,0,0,0,1,0,0,0.9136986301369864,1,2023-05-22T22:07:50.103Z
C2529,1,1,0,0,0,0,0,1,0.8623287671232878,0,2023-05-22T22:07:50.103Z
C2530,0,1,1,0,0,0,0,0,0.0863013698630137,1,2023-05-22T22:07:50.103Z
C2531,0,1,0,0,0,0,0,1,0.2773972602739725,1,2023-05-22T22:07:50.103Z
C2532,1,1,0,0,0,0,0,1,0.7678082191780822,1,2023-05-22T22:07:50.103Z
C2533,1,1,0,0,0,0,0,1,0.9376712328767124,1,2023-05-22T22:07:50.103Z
C2534,1,1,0,0,1,0,0,0,0.571917808219178,0,2023-05-22T22:07:50.103Z
C2535,0,0,1,0,0,0,0,0,0.7315068493150685,0,2023-05-22T22:07:50.103Z
C2536,0,0,0,1,0,0,0,0,0.8068493150684932,1,2023-05-22T22:07:50.103Z
C2537,1,0,0,0,0,0,1,0,0.0260273972602739,0,2023-05-22T22:07:50.103Z
C2538,1,1,1,0,0,0,0,0,0.9910958904109588,1,2023-05-22T22:07:50.103Z
C2539,0,0,0,0,0,0,0,1,0.1445205479452055,0,2023-05-22T22:07:50.103Z
C2540,1,0,0,1,0,0,0,0,0.7678082191780822,0,2023-05-22T22:07:50.103Z
C2541,1,0,0,0,0,1,0,0,0.4308219178082191,1,2023-05-22T22:07:50.103Z
C2542,0,1,0,0,0,0,1,0,0.8739726027397261,0,2023-05-22T22:07:50.103Z
C2543,1,0,1,0,0,0,0,0,0.8732876712328768,1,2023-05-22T22:07:50.103Z
C2544,1,1,0,0,0,0,0,1,0.0986301369863014,0,2023-05-22T22:07:50.103Z
C2545,0,0,0,0,0,0,1,0,0.2897260273972601,1,2023-05-22T22:07:50.103Z
C2546,1,0,0,0,0,1,0,0,0.4897260273972603,0,2023-05-22T22:07:50.103Z
C2547,1,1,0,0,0,0,0,1,0.2863013698630137,1,2023-05-22T22:07:50.103Z
C2548,0,0,0,1,0,0,0,0,0.3595890410958904,1,2023-05-22T22:07:50.103Z
C2549,1,1,0,0,0,1,0,0,0.7486301369863013,0,2023-05-22T22:07:50.103Z
C2550,1,0,0,0,0,0,0,1,0.3554794520547946,0,2023-05-22T22:07:50.103Z
C2551,1,1,0,0,0,0,1,0,0.571917808219178,1,2023-05-22T22:07:50.103Z
C2552,0,0,0,0,1,0,0,0,0.5465753424657533,1,2023-05-22T22:07:50.103Z
C2553,1,0,0,1,0,0,0,0,0.2856164383561643,1,2023-05-22T22:07:50.103Z
C2554,1,1,0,0,0,0,0,1,0.7445205479452055,1,2023-05-22T22:07:50.103Z
C2555,0,1,0,0,0,0,0,1,0.7047945205479451,1,2023-05-22T22:07:50.103Z
C2556,0,1,0,0,0,0,0,1,0.4616438356164383,0,2023-05-22T22:07:50.103Z
C2557,0,0,1,0,0,0,0,0,0.3438356164383562,1,2023-05-22T22:07:50.103Z
C2558,1,0,1,0,0,0,0,0,0.5054794520547945,0,2023-05-22T22:07:50.103Z
C2559,0,1,0,0,0,1,0,0,0.8801369863013699,0,2023-05-22T22:07:50.103Z
C2560,1,0,0,0,0,0,0,1,0.5630136986301371,1,2023-05-22T22:07:50.103Z
C2561,0,1,0,0,0,0,1,0,0.5753424657534247,1,2023-05-22T22:07:50.103Z
C2562,1,0,0,0,0,0,0,1,0.9705479452054796,1,2023-05-22T22:07:50.103Z
C2563,1,1,0,0,0,0,1,0,0.941095890410959,0,2023-05-22T22:07:50.103Z
C2564,0,1,0,0,0,1,0,0,0.9013698630136986,1,2023-05-22T22:07:50.103Z
C2565,0,1,0,0,0,0,0,1,0.8226027397260274,1,2023-05-22T22:07:50.103Z
C2566,1,1,0,0,0,1,0,0,0.3958904109589041,1,2023-05-22T22:07:50.103Z
C2567,1,1,0,0,0,0,1,0,0.097945205479452,0,2023-05-22T22:07:50.103Z
C2568,0,1,0,1,0,0,0,0,0.7171232876712328,0,2023-05-22T22:07:50.103Z
C2569,1,1,0,0,0,0,0,1,0.2664383561643835,0,2023-05-22T22:07:50.103Z
C2570,0,1,0,0,1,0,0,0,0.8849315068493151,1,2023-05-22T22:07:50.103Z
C2571,1,1,0,0,1,0,0,0,0.1773972602739726,0,2023-05-22T22:07:50.103Z
C2572,0,0,1,0,0,0,0,0,0.0726027397260273,1,2023-05-22T22:07:50.103Z
C2573,1,1,1,0,0,0,0,0,0.3315068493150686,0,2023-05-22T22:07:50.103Z
C2574,0,1,1,0,0,0,0,0,0.4212328767123288,0,2023-05-22T22:07:50.103Z
C2575,0,0,0,0,0,1,0,0,0.6678082191780821,0,2023-05-22T22:07:50.103Z
C2576,1,1,0,0,1,0,0,0,0.6212328767123287,1,2023-05-22T22:07:50.103Z
C2577,0,1,1,0,0,0,0,0,0.4513698630136986,0,2023-05-22T22:07:50.103Z
C2578,1,1,0,0,0,0,1,0,0.2595890410958903,1,2023-05-22T22:07:50.103Z
C2579,1,1,0,0,0,0,0,1,0.0650684931506849,0,2023-05-22T22:07:50.103Z
C2580,1,0,0,0,0,0,1,0,0.0294520547945205,1,2023-05-22T22:07:50.103Z
C2581,0,1,0,0,0,0,1,0,0.7582191780821919,1,2023-05-22T22:07:50.103Z
C2582,0,0,0,0,0,0,1,0,0.6575342465753424,1,2023-05-22T22:07:50.103Z
C2583,1,1,0,0,0,1,0,0,0.1157534246575342,1,2023-05-22T22:07:50.103Z
C2584,1,0,0,0,0,0,1,0,0.2684931506849315,1,2023-05-22T22:07:50.103Z
C2585,1,1,0,0,0,0,0,1,0.0013698630136985,0,2023-05-22T22:07:50.103Z
C2586,1,0,0,0,0,0,0,1,0.8582191780821917,1,2023-05-22T22:07:50.103Z
C2587,1,0,0,0,0,1,0,0,0.795890410958904,0,2023-05-22T22:07:50.103Z
C2588,0,1,1,0,0,0,0,0,0.9958904109589042,0,2023-05-22T22:07:50.103Z
C2589,1,1,0,0,1,0,0,0,0.7773972602739727,1,2023-05-22T22:07:50.103Z
C2590,1,0,0,1,0,0,0,0,0.9821917808219178,0,2023-05-22T22:07:50.103Z
C2591,0,1,0,1,0,0,0,0,0.5513698630136987,1,2023-05-22T22:07:50.103Z
C2592,0,0,0,1,0,0,0,0,0.3979452054794521,0,2023-05-22T22:07:50.103Z
C2593,1,1,0,0,0,0,0,0,0.8342465753424657,1,2023-05-22T22:07:50.103Z
C2594,1,1,0,0,0,0,0,1,0.3842465753424657,0,2023-05-22T22:07:50.103Z
C2595,0,1,0,0,0,0,0,1,0.8267123287671232,0,2023-05-22T22:07:50.103Z
C2596,1,0,1,0,0,0,0,0,0.1636986301369862,1,2023-05-22T22:07:50.103Z
C2597,1,0,1,0,0,0,0,0,0.3232876712328767,1,2023-05-22T22:07:50.103Z
C2598,0,0,0,1,0,0,0,0,0.3719178082191781,1,2023-05-22T22:07:50.104Z
C2599,1,1,0,0,0,1,0,0,0.8150684931506849,0,2023-05-22T22:07:50.104Z
C2600,1,0,0,0,0,0,0,1,0.0212328767123287,0,2023-05-22T22:07:50.104Z
C2601,0,0,0,0,0,0,1,0,0.4349315068493151,1,2023-05-22T22:07:50.104Z
C2602,0,0,0,0,0,1,0,0,0.6109589041095891,0,2023-05-22T22:07:50.104Z
C2603,1,1,1,0,0,0,0,0,0.4452054794520548,1,2023-05-22T22:07:50.104Z
C2604,1,1,1,0,0,0,0,0,0.893150684931507,1,2023-05-22T22:07:50.104Z
C2605,0,0,0,0,1,0,0,0,0.0931506849315068,1,2023-05-22T22:07:50.104Z
C2606,1,0,0,0,0,0,0,1,0.2486301369863013,1,2023-05-22T22:07:50.104Z
C2607,1,0,0,0,0,0,0,1,0.0698630136986301,1,2023-05-22T22:07:50.104Z
C2608,1,1,0,0,0,0,1,0,0.5952054794520547,0,2023-05-22T22:07:50.104Z
C2609,0,0,0,0,0,0,0,1,0.0664383561643835,0,2023-05-22T22:07:50.104Z
C2610,0,0,0,1,0,0,0,0,0.4054794520547944,0,2023-05-22T22:07:50.104Z
C2611,1,1,0,0,0,0,0,1,0.6856164383561645,0,2023-05-22T22:07:50.104Z
C2612,0,0,0,0,0,0,1,0,0.4732876712328766,0,2023-05-22T22:07:50.104Z
C2613,1,0,0,0,0,0,0,1,0.4910958904109588,0,2023-05-22T22:07:50.104Z
C2614,1,1,0,0,0,1,0,0,0.3815068493150684,1,2023-05-22T22:07:50.104Z
C2615,0,0,0,0,0,0,0,1,0.9712328767123288,1,2023-05-22T22:07:50.104Z
C2616,0,0,0,0,0,0,0,1,0.1191780821917808,0,2023-05-22T22:07:50.104Z
C2617,1,0,1,0,0,0,0,0,0.7424657534246575,0,2023-05-22T22:07:50.104Z
C2618,0,0,1,0,0,0,0,0,0.5705479452054794,0,2023-05-22T22:07:50.104Z
C2619,0,0,0,0,0,0,1,0,0.5910958904109589,1,2023-05-22T22:07:50.104Z
C2620,1,0,0,0,1,0,0,0,0.926027397260274,0,2023-05-22T22:07:50.104Z
C2621,1,1,0,0,0,0,0,1,0.4746575342465753,1,2023-05-22T22:07:50.104Z
C2622,0,1,1,0,0,0,0,0,0.4198630136986301,0,2023-05-22T22:07:50.104Z
C2623,0,0,0,0,0,0,0,1,0.4726027397260273,0,2023-05-22T22:07:50.104Z
C2624,0,1,0,0,0,0,1,0,0.6328767123287671,0,2023-05-22T22:07:50.104Z
C2625,0,0,1,0,0,0,0,0,0.926027397260274,0,2023-05-22T22:07:50.104Z
C2626,1,1,0,0,0,1,0,0,0.8356164383561644,1,2023-05-22T22:07:50.104Z
C2627,1,0,1,0,0,0,0,0,0.4808219178082191,0,2023-05-22T22:07:50.104Z
C2628,0,0,0,0,0,0,1,0,0.6753424657534246,1,2023-05-22T22:07:50.104Z
C2629,1,1,0,1,0,0,0,0,0.7657534246575342,1,2023-05-22T22:07:50.104Z
C2630,1,1,1,0,0,0,0,0,0.7623287671232877,1,2023-05-22T22:07:50.104Z
C2631,0,1,0,0,0,0,0,1,0.7945205479452055,1,2023-05-22T22:07:50.104Z
C2632,0,1,0,0,0,0,1,0,0.832876712328767,0,2023-05-22T22:07:50.104Z
C2633,0,1,0,1,0,0,0,0,0.9226027397260276,0,2023-05-22T22:07:50.104Z
C2634,1,1,0,1,0,0,0,0,0.584931506849315,1,2023-05-22T22:07:50.104Z
C2635,0,0,0,0,0,0,0,1,0.952054794520548,0,2023-05-22T22:07:50.104Z
C2636,1,0,0,0,0,1,0,0,0.2493150684931506,0,2023-05-22T22:07:50.104Z
C2637,0,0,0,0,0,0,0,1,0.9479452054794522,0,2023-05-22T22:07:50.104Z
C2638,1,0,1,0,0,0,0,0,0.5787671232876712,0,2023-05-22T22:07:50.104Z
C2639,0,1,0,0,0,1,0,0,0.6273972602739726,0,2023-05-22T22:07:50.104Z
C2640,0,0,0,0,0,0,0,1,0.9356164383561644,1,2023-05-22T22:07:50.104Z
C2641,0,1,0,0,0,1,0,0,0.0917808219178082,1,2023-05-22T22:07:50.104Z
C2642,0,0,0,0,0,0,0,1,0.6452054794520548,0,2023-05-22T22:07:50.104Z
C2643,1,0,1,0,0,0,0,0,0.8136986301369864,0,2023-05-22T22:07:50.104Z
C2644,1,0,1,0,0,0,0,0,0.9773972602739728,1,2023-05-22T22:07:50.104Z
C2645,1,1,0,0,0,0,0,1,0.3150684931506848,1,2023-05-22T22:07:50.104Z
C2646,0,0,0,1,0,0,0,0,0.7712328767123289,0,2023-05-22T22:07:50.104Z
C2647,0,0,0,1,0,0,0,0,0.0301369863013698,1,2023-05-22T22:07:50.104Z
C2648,0,1,1,0,0,0,0,0,0.941095890410959,1,2023-05-22T22:07:50.104Z
C2649,0,1,0,0,1,0,0,0,0.8171232876712329,0,2023-05-22T22:07:50.104Z
C2650,0,0,0,0,0,0,1,0,0.6616438356164382,0,2023-05-22T22:07:50.104Z
C2651,0,0,1,0,0,0,0,0,0.489041095890411,1,2023-05-22T22:07:50.104Z
C2652,1,0,0,0,0,1,0,0,0.313013698630137,0,2023-05-22T22:07:50.104Z
C2653,1,0,0,0,0,0,1,0,0.6027397260273972,1,2023-05-22T22:07:50.104Z
C2654,0,1,0,0,1,0,0,0,0.2136986301369863,0,2023-05-22T22:07:50.104Z
C2655,0,0,0,0,1,0,0,0,0.7205479452054795,1,2023-05-22T22:07:50.104Z
C2656,1,1,0,0,0,0,1,0,0.6328767123287671,1,2023-05-22T22:07:50.104Z
C2657,0,1,1,0,0,0,0,0,0.7787671232876712,1,2023-05-22T22:07:50.104Z
C2658,0,0,0,1,0,0,0,0,0.0383561643835616,0,2023-05-22T22:07:50.104Z
C2659,1,1,0,0,0,0,0,1,0.2205479452054795,0,2023-05-22T22:07:50.104Z
C2660,0,1,0,0,0,1,0,0,0.710958904109589,1,2023-05-22T22:07:50.104Z
C2661,1,1,0,1,0,0,0,0,0.2184931506849314,0,2023-05-22T22:07:50.104Z
C2662,1,0,0,0,0,0,0,1,0.3904109589041096,0,2023-05-22T22:07:50.104Z
C2663,1,0,0,0,1,0,0,0,0.5404109589041095,1,2023-05-22T22:07:50.104Z
C2664,0,0,0,0,0,0,0,1,0.558904109589041,0,2023-05-22T22:07:50.104Z
C2665,0,1,0,0,1,0,0,0,0.9821917808219178,0,2023-05-22T22:07:50.104Z
C2666,1,0,0,1,0,0,0,0,0.1664383561643836,0,2023-05-22T22:07:50.104Z
C2667,0,1,0,0,0,0,0,1,0.9815068493150684,0,2023-05-22T22:07:50.104Z
C2668,0,0,0,1,0,0,0,0,0.2157534246575343,1,2023-05-22T22:07:50.104Z
C2669,0,0,0,1,0,0,0,0,0.7232876712328766,0,2023-05-22T22:07:50.104Z
C2670,1,0,1,0,0,0,0,0,0.2513698630136987,1,2023-05-22T22:07:50.104Z
C2671,0,0,0,0,0,0,1,0,0.1013698630136986,1,2023-05-22T22:07:50.104Z
C2672,0,1,1,0,0,0,0,0,0.5171232876712328,1,2023-05-22T22:07:50.104Z
C2673,0,0,0,0,0,0,0,1,0.9589041095890412,0,2023-05-22T22:07:50.104Z
C2674,1,1,0,0,1,0,0,0,0.0356164383561643,1,2023-05-22T22:07:50.104Z
C2675,1,1,1,0,0,0,0,0,0.8335616438356164,1,2023-05-22T22:07:50.104Z
C2676,0,0,0,0,0,1,0,0,0.2465753424657535,1,2023-05-22T22:07:50.104Z
C2677,1,0,1,0,0,0,0,0,0.3952054794520547,0,2023-05-22T22:07:50.104Z
C2678,1,1,0,1,0,0,0,0,0.9397260273972604,0,2023-05-22T22:07:50.104Z
C2679,0,0,0,1,0,0,0,0,0.5787671232876712,0,2023-05-22T22:07:50.104Z
C2680,0,1,0,0,0,1,0,0,0.0986301369863014,1,2023-05-22T22:07:50.104Z
C2681,1,0,0,0,1,0,0,0,0.0068493150684931,1,2023-05-22T22:07:50.104Z
C2682,0,1,0,0,1,0,0,0,0.4856164383561643,0,2023-05-22T22:07:50.104Z
C2683,0,1,0,0,0,1,0,0,0.6458904109589041,0,2023-05-22T22:07:50.104Z
C2684,0,0,0,0,0,0,0,1,0.9342465753424658,0,2023-05-22T22:07:50.104Z
C2685,1,1,0,0,0,1,0,0,0.726027397260274,0,2023-05-22T22:07:50.104Z
C2686,0,0,0,0,0,0,0,1,0.4246575342465752,0,2023-05-22T22:07:50.104Z
C2687,0,0,0,0,0,1,0,0,0.4678082191780821,0,2023-05-22T22:07:50.104Z
C2688,0,1,1,0,0,0,0,0,0.845890410958904,0,2023-05-22T22:07:50.104Z
C2689,0,1,0,1,0,0,0,0,0.3157534246575342,0,2023-05-22T22:07:50.104Z
C2690,0,1,0,0,0,0,0,1,0.5753424657534247,1,2023-05-22T22:07:50.104Z
C2691,1,0,0,0,0,0,0,1,0.8287671232876712,0,2023-05-22T22:07:50.104Z
C2692,1,1,0,0,0,0,1,0,0.3952054794520547,1,2023-05-22T22:07:50.104Z
C2693,0,0,0,0,1,0,0,0,0.3801369863013699,1,2023-05-22T22:07:50.104Z
C2694,1,0,0,0,1,0,0,0,0.8938356164383561,1,2023-05-22T22:07:50.104Z
C2695,1,1,0,0,0,1,0,0,0.939041095890411,0,2023-05-22T22:07:50.104Z
C2696,1,0,0,0,0,0,0,1,0.8041095890410959,1,2023-05-22T22:07:50.104Z
C2697,1,1,1,0,0,0,0,0,0.0486301369863013,0,2023-05-22T22:07:50.104Z
C2698,1,1,0,0,0,0,0,1,0.2301369863013698,0,2023-05-22T22:07:50.104Z
C2699,0,1,0,0,0,0,0,1,0.8095890410958904,0,2023-05-22T22:07:50.104Z
C2700,0,1,0,0,0,1,0,0,0.9595890410958904,0,2023-05-22T22:07:50.104Z
C2701,0,1,0,0,0,0,0,1,0.5287671232876712,1,2023-05-22T22:07:50.104Z
C2702,0,1,1,0,0,0,0,0,0.7952054794520549,1,2023-05-22T22:07:50.104Z
C2703,1,0,1,0,0,0,0,0,0.1883561643835616,1,2023-05-22T22:07:50.104Z
C2704,0,1,0,0,0,1,0,0,0.3383561643835615,1,2023-05-22T22:07:50.104Z
C2705,0,1,0,0,1,0,0,0,0.2164383561643834,1,2023-05-22T22:07:50.104Z
C2706,0,1,0,0,0,0,1,0,0.6178082191780823,0,2023-05-22T22:07:50.104Z
C2707,1,0,1,0,0,0,0,0,0.5431506849315069,0,2023-05-22T22:07:50.104Z
